anonId,printer,klass,profile,copies,pageX_in,pageY_in,areaX_in,areaY_in,layout_sqft,art_sqft,print_s,rip_s,cmyk_ml,white_ml,gloss_ml,other_ml,sqft_per_hr,p_start,flags
job-3d6aff31d9,LG-540,LG540_GLOSS_ONLY,Special Effects,64,9.13,3.128,51.52,36.52,13.0659,12.694,3486.0,67.0,0.0,0.0,68.984,0.0,13.49,2026-04-17T12:31:47,
job-cc7c0eecc9,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,43.166,15.3115,0.0,1661.0,,0.0,0.0,22.143,0.0,33.19,2026-04-16T16:02:25,
job-49ce897654,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.079,57.554,20.4154,0.0,4596.0,,22.223000000000003,0.0,0.0,0.0,15.99,2026-04-16T11:06:01,
job-62c634f242,LG-540,LG540_GLOSS_ONLY,Special Effects,56,0.0,0.0,52.449,24.867,9.0573,0.0,2431.0,58.0,0.0,0.0,14.901,0.0,13.41,2026-04-16T11:05:33,
job-62c634f242,LG-540,LG540_CMYK_ONLY,Generic Sign Production,56,0.0,0.0,52.449,24.867,9.0573,0.0,695.0,34.0,7.684,0.0,0.0,0.0,46.92,2026-04-16T11:05:30,
job-33ebab3191,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,14295.0,,0.0,0.0,17.904,0.0,4.58,2026-04-15T15:10:45,
job-49cac6115e,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,11624.0,,0.0,0.0,31.138,0.0,5.64,2026-04-15T15:10:45,
job-43e9a4b54d,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,9140.0,,0.0,0.0,31.059,0.0,7.17,2026-04-15T15:10:44,
job-c26e0f90a1,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,6645.0,,0.0,0.0,31.138,0.0,9.86,2026-04-15T15:10:44,
job-356c92e3ea,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4286.0,,0.0,0.0,35.021,0.0,15.29,2026-04-15T15:10:44,
job-1c0c532b87,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,2154.0,,0.0,0.0,31.138,0.0,30.42,2026-04-15T15:10:44,
job-9ca77f389b,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,6899.0,44.0,0.0,0.0,34.442,0.0,9.5,2026-04-15T12:28:39,
job-8ce824e306,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4563.0,46.0,0.0,0.0,31.138,0.0,14.36,2026-04-15T12:28:11,
job-94a57a5256,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,2182.0,37.0,0.0,0.0,30.636,0.0,30.03,2026-04-15T12:27:52,
job-5410c41248,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1448.0,,19.364,0.0,0.0,0.0,45.25,2026-04-14T15:20:54,
job-5410c41248,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1066.0,19.0,19.364,0.0,0.0,0.0,61.47,2026-04-14T15:03:08,
job-05aa63a661,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,18.55,0.0,0.0,0.0,47.62,2026-04-14T13:34:14,
job-49570d7867,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1377.0,,14.699,0.0,0.0,0.0,47.59,2026-04-14T12:47:06,
job-e16ba3a487,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1375.0,,18.403,0.0,0.0,0.0,47.66,2026-04-14T12:00:33,
job-4c8847345d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,15.945999999999998,0.0,0.0,0.0,47.62,2026-04-14T11:05:49,
job-a0c78ba31b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1464.0,,23.189,0.0,0.0,0.0,44.76,2026-04-14T10:18:21,
job-c70459330d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,18.27,0.0,0.0,0.0,47.62,2026-04-14T09:30:10,
job-da2a92cf2a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,10.296,0.0,0.0,0.0,47.62,2026-04-14T08:44:09,
job-53c1db037d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1377.0,,10.851,0.0,0.0,0.0,47.59,2026-04-14T07:58:11,
job-4c8847345d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,12345.0,80.0,15.945999999999998,0.0,0.0,0.0,5.31,2026-04-14T07:40:04,
job-a0c78ba31b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,9497.0,65.0,23.189,0.0,0.0,0.0,6.9,2026-04-14T07:40:04,
job-c70459330d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,6606.0,50.0,18.27,0.0,0.0,0.0,9.92,2026-04-14T07:40:04,
job-da2a92cf2a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,3845.0,37.0,10.296,0.0,0.0,0.0,17.04,2026-04-14T07:40:04,
job-53c1db037d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1087.0,21.0,10.851,0.0,0.0,0.0,60.28,2026-04-14T07:40:04,
job-b8c5871c8f,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1382.0,,24.909,0.0,0.0,0.0,47.41,2026-04-14T05:34:40,
job-ff564070ec,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1372.0,,18.383999999999997,0.0,0.0,0.0,47.76,2026-04-14T04:43:11,
job-657873af4b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1381.0,,20.786,0.0,0.0,0.0,47.45,2026-04-14T03:52:06,
job-846cdfdde8,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1538.0,,16.862000000000002,0.0,0.0,0.0,42.61,2026-04-14T03:03:42,
job-0e79a1a24a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1381.0,,21.462,0.0,0.0,0.0,47.45,2026-04-14T02:17:45,
job-168ee3f759,LG-540,LG540_GLOSS_ONLY,Special Effects,64,9.13,3.128,51.52,36.52,13.0659,12.694,7642.0,,0.0,0.0,54.205,0.0,6.16,2026-04-13T21:35:36,
job-3c921896c8,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,49.043,34.719,11.8246,0.0,2554.0,,0.0,0.0,13.621,0.0,16.67,2026-04-13T19:37:08,
job-3c921896c8,LG-540,LG540_CMYK_WHITE_COMBINED,Generic Sign Production,1,0.0,0.0,49.043,34.719,11.8246,0.0,883.0,175.0,3.7329999999999997,23.834,0.0,0.0,48.21,2026-04-13T19:37:07,
job-3c921896c8,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,49.043,34.719,11.8246,0.0,1015.0,162.0,3.4619999999999997,0.0,0.0,0.0,41.94,2026-04-13T19:18:19,
job-3c921896c8,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,48.987,29.761,10.1242,0.0,7049.0,92.0,0.0,0.0,1.664,0.0,5.17,2026-04-13T16:00:26,
job-3c921896c8,LG-540,LG540_CMYK_WHITE_COMBINED,Generic Sign Production,4,0.0,0.0,48.987,29.761,10.1242,0.0,8003.0,856.0,0.913,23.903,0.0,0.0,4.55,2026-04-13T15:21:54,
job-eaddc8593d,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,48.394,18.477,6.2096,0.0,7320.0,804.0,0.0,0.0,9.495,0.0,3.05,2026-04-13T15:21:19,
job-eaddc8593d,LG-540,LG540_CMYK_WHITE_COMBINED,Generic Sign Production,1,0.0,0.0,48.394,18.477,6.2096,0.0,5777.0,695.0,1.506,10.516,0.0,0.0,3.87,2026-04-13T15:21:18,
job-4c06c7239f,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,48.732,28.48,9.6382,0.0,4697.0,622.0,0.0,0.0,8.621,0.0,7.39,2026-04-13T15:20:49,
job-af73acc382,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,48.278,12.613,4.2286,0.0,1535.0,459.0,0.0,0.0,2.506,0.0,9.92,2026-04-13T15:20:09,
job-d0e256026d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1452.0,,16.794999999999998,0.0,0.0,0.0,45.13,2026-04-13T13:56:31,
job-e29add3492,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1380.0,,10.43,0.0,0.0,0.0,47.48,2026-04-13T13:10:37,
job-fb22fad477,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1447.0,,11.548,0.0,0.0,0.0,45.28,2026-04-13T12:22:27,
job-7a423d3512,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1380.0,,12.893999999999998,0.0,0.0,0.0,47.48,2026-04-13T11:31:20,
job-eec7642b03,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1381.0,,13.388,0.0,0.0,0.0,47.45,2026-04-13T10:45:25,
job-73b4dea67a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,2064.0,,14.746999999999998,0.0,0.0,0.0,31.75,2026-04-13T09:43:22,
job-fb22fad477,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,12782.0,,11.548,0.0,0.0,0.0,5.13,2026-04-13T08:49:25,
job-7a423d3512,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,9715.0,,12.893999999999998,0.0,0.0,0.0,6.74,2026-04-13T08:49:25,
job-eec7642b03,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,6960.0,,13.388,0.0,0.0,0.0,9.41,2026-04-13T08:49:25,
job-73b4dea67a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,3237.0,,14.746999999999998,0.0,0.0,0.0,20.24,2026-04-13T08:49:25,
job-08b493df09,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1873.0,,14.245000000000001,0.0,0.0,0.0,34.99,2026-04-13T08:49:16,
job-0dc30e0d21,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1777.0,,16.284,0.0,0.0,0.0,36.88,2026-04-13T07:24:30,
job-0307b4351a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1384.0,,14.918999999999999,0.0,0.0,0.0,47.35,2026-04-13T06:38:30,
job-81c3414ce8,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1515.0,,24.183,0.0,0.0,0.0,43.25,2026-04-13T05:49:08,
job-f885858eef,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1374.0,,16.957,0.0,0.0,0.0,47.69,2026-04-13T05:02:19,
job-3695c17e08,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1674.0,,23.422000000000004,0.0,0.0,0.0,39.14,2026-04-13T04:11:39,
job-1f04253736,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1457.0,,18.167,0.0,0.0,0.0,44.97,2026-04-13T03:19:26,
job-d2cc74bbb2,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1373.0,,24.558,0.0,0.0,0.0,47.73,2026-04-13T02:33:47,
job-e7bfb57e80,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1372.0,,18.862000000000002,0.0,0.0,0.0,47.76,2026-04-13T01:45:52,
job-7e5b0016b1,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1385.0,,16.36,0.0,0.0,0.0,47.31,2026-04-13T00:59:53,
job-98847ac3dc,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1402.0,,13.979,0.0,0.0,0.0,46.74,2026-04-13T00:12:26,
job-1f04253736,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,12620.0,84.0,18.167,0.0,0.0,0.0,5.19,2026-04-12T23:49:06,
job-d2cc74bbb2,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,9881.0,69.0,24.558,0.0,0.0,0.0,6.63,2026-04-12T23:49:06,
job-e7bfb57e80,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,7006.0,52.0,18.862000000000002,0.0,0.0,0.0,9.35,2026-04-12T23:49:06,
job-7e5b0016b1,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,4247.0,36.0,16.36,0.0,0.0,0.0,15.43,2026-04-12T23:49:06,
job-98847ac3dc,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1400.0,21.0,13.979,0.0,0.0,0.0,46.81,2026-04-12T23:49:06,
job-c25cad0acb,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.422,25.0,9.101,9.002,5235.0,,0.0,0.0,61.427,0.0,6.26,2026-04-12T18:39:50,
job-2710f365a5,LG-540,LG540_GLOSS_ONLY,Special Effects,50,1.69,2.608,52.579,5.07,1.8514,1.5307,594.0,33.0,0.0,0.0,4.006,0.0,11.22,2026-04-12T10:30:38,
job-2710f365a5,LG-540,LG540_GLOSS_ONLY,Special Effects,48,1.69,2.608,52.579,5.07,1.8514,1.4695,936.0,40.0,0.0,0.0,7.984,0.0,7.12,2026-04-12T09:49:17,
job-d677d3c24c,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.916,32.082,11.5664,11.3265,6808.0,,0.0,0.0,47.945,0.0,6.12,2026-04-11T10:08:03,
job-cd94e7fe21,LG-540,LG540_CMYK_ONLY,Generic Sign Production,250,5.631,2.385,52.727,67.569,24.7409,23.3112,1308.0,16.0,7.971,0.0,0.0,0.0,68.09,2026-04-10T17:56:19,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1440.0,,20.762,0.0,0.0,0.0,51.0,2026-04-10T17:08:11,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1349.0,,20.762,0.0,0.0,0.0,54.44,2026-04-10T16:45:42,
job-2d130b24f4,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.937,37.0,13.6018,0.0,4925.0,79.0,10.096,0.0,0.0,0.0,9.94,2026-04-10T16:26:47,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1199.0,51.0,20.762,0.0,0.0,0.0,61.25,2026-04-10T16:25:43,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1423.0,,20.762,0.0,0.0,0.0,51.61,2026-04-10T15:32:36,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1350.0,,20.762,0.0,0.0,0.0,54.4,2026-04-10T15:10:06,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1703.0,,20.762,0.0,0.0,0.0,43.13,2026-04-10T14:41:43,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1350.0,,20.762,0.0,0.0,0.0,54.4,2026-04-10T14:19:13,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1422.0,,20.762,0.0,0.0,0.0,51.65,2026-04-10T13:55:31,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1357.0,,18.179,0.0,0.0,0.0,54.12,2026-04-10T13:05:13,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1352.0,,18.179,0.0,0.0,0.0,54.32,2026-04-10T12:42:41,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1489.0,,18.179,0.0,0.0,0.0,49.32,2026-04-10T12:17:52,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1351.0,,18.179,0.0,0.0,0.0,54.36,2026-04-10T11:55:21,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1358.0,,18.179,0.0,0.0,0.0,54.08,2026-04-10T11:32:43,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1436.0,,18.179,0.0,0.0,0.0,51.14,2026-04-10T11:08:47,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1423.0,,18.179,0.0,0.0,0.0,51.61,2026-04-10T10:45:04,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1351.0,,18.179,0.0,0.0,0.0,54.36,2026-04-10T10:22:33,
job-6cab299149,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,13967.0,75.0,20.762,0.0,0.0,0.0,5.26,2026-04-10T10:02:44,
job-c2db914b40,LG-540,LG540_CMYK_ONLY,Generic Sign Production,54,5.875,9.25,52.933,55.5,20.4011,20.3782,1189.0,36.0,18.179,0.0,0.0,0.0,61.77,2026-04-10T10:02:44,
job-126f996d17,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,13174.0,,0.0,0.0,33.638,0.0,3.16,2026-04-09T23:13:24,
job-b380af4a1f,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,10416.0,,0.0,0.0,49.701,0.0,3.99,2026-04-09T23:13:24,
job-486d7bd1fd,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,6643.0,,0.0,0.0,57.328,0.0,6.26,2026-04-09T23:13:24,
job-e35820adcc,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,3098.0,,0.0,0.0,38.146,0.0,13.43,2026-04-09T23:13:23,
job-b380af4a1f,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,3146.0,,0.0,0.0,49.701,0.0,13.22,2026-04-09T19:32:03,
job-486d7bd1fd,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,13403.0,,0.0,0.0,57.328,0.0,3.1,2026-04-09T12:53:02,
job-e35820adcc,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,9784.0,,0.0,0.0,38.146,0.0,4.25,2026-04-09T12:53:01,
job-b380af4a1f,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,12704.0,,0.0,0.0,49.701,0.0,3.27,2026-04-09T10:17:01,
job-486d7bd1fd,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,8818.0,,0.0,0.0,57.328,0.0,4.72,2026-04-09T10:17:01,
job-e35820adcc,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,5051.0,,0.0,0.0,38.146,0.0,8.23,2026-04-09T10:17:01,
job-d677d3c24c,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,10152.0,,0.0,0.0,47.945,0.0,4.1,2026-04-09T02:06:43,
job-126f996d17,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.857,32.082,11.5532,11.3265,7142.0,,0.0,0.0,50.457,0.0,5.82,2026-04-09T00:50:40,
job-d677d3c24c,LG-540,LG540_CMYK_ONLY,Generic Sign Production,66,8.473,2.917,51.817,32.082,11.5444,11.3265,634.0,31.0,20.873,0.0,0.0,0.0,65.55,2026-04-08T22:41:12,
job-380febe5fe,LG-540,LG540_GLOSS_ONLY,Special Effects,80,9.13,3.128,52.602,46.28,16.9056,15.8675,9605.0,,0.0,0.0,46.529,0.0,6.34,2026-04-07T17:17:10,
job-e4466435e9,LG-540,LG540_GLOSS_ONLY,Special Effects,4,9.13,3.568,44.657,3.568,1.1065,0.9049,585.0,,0.0,0.0,2.757,0.0,6.81,2026-04-07T17:17:05,
job-33aa43d47e,LG-540,LG540_GLOSS_ONLY,Special Effects,100,0.0,0.0,52.681,26.079,9.5407,0.0,8638.0,86.0,0.0,0.0,43.657,0.0,3.98,2026-04-07T12:48:59,
job-5fd19322d7,LG-540,LG540_GLOSS_ONLY,Special Effects,100,0.0,0.0,52.681,26.079,9.5407,0.0,5558.0,,0.0,0.0,50.511,0.0,6.18,2026-04-07T12:48:59,
job-024d373fbc,LG-540,LG540_GLOSS_ONLY,Special Effects,100,0.0,0.0,52.681,26.079,9.5407,0.0,2506.0,97.0,0.0,0.0,48.831,0.0,13.71,2026-04-07T12:44:46,
job-dca2463298,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.642,26.079,9.5335,0.0,5004.0,,0.0,0.0,43.657,0.0,6.86,2026-04-07T11:06:57,
job-dca2463298,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.685,26.079,9.5414,0.0,3020.0,,10.839,0.0,0.0,0.0,11.37,2026-04-07T11:06:57,
job-030d707abd,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.642,26.079,9.5335,0.0,1529.0,,0.0,0.0,32.554,0.0,22.45,2026-04-07T11:06:56,
job-030d707abd,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.685,26.079,9.5414,0.0,476.0,,10.86,0.0,0.0,0.0,72.16,2026-04-07T11:06:56,
job-bd2c9d9c95,LG-540,LG540_GLOSS_ONLY,Special Effects,80,9.13,3.128,52.661,46.28,16.9246,15.8675,9179.0,,0.0,0.0,43.94,0.0,6.64,2026-04-07T08:14:24,
job-380febe5fe,LG-540,LG540_GLOSS_ONLY,Special Effects,80,9.13,3.128,52.661,46.28,16.9246,15.8675,9245.0,,0.0,0.0,44.14,0.0,6.59,2026-04-06T18:27:20,
job-380febe5fe,LG-540,LG540_CMYK_ONLY,Generic Sign Production,80,9.13,3.128,52.661,46.28,16.9246,15.8675,5588.0,,18.22,0.0,0.0,0.0,10.9,2026-04-06T18:27:19,
job-c151c45d3c,LG-540,LG540_GLOSS_ONLY,Special Effects,3,7.128,3.125,37.306,3.125,0.8095,0.464,545.0,29.0,0.0,0.0,1.231,0.0,5.35,2026-04-06T17:42:36,
job-077436a4ed,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,42.742,3.128,0.9284,0.0,664.0,221.0,0.0,0.0,1.85,0.0,5.03,2026-04-06T16:48:11,
job-f2fd4ba09a,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,37.302,3.125,0.8094,0.0,10.0,,0.0,0.0,1.106,0.0,291.4,2026-04-06T16:47:51,
job-f2fd4ba09a,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,37.302,3.125,0.8094,0.0,788.0,90.0,0.0,0.0,1.106,0.0,3.7,2026-04-06T16:31:19,
job-f2fd4ba09a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,37.302,3.125,0.8094,0.0,241.0,49.0,0.41000000000000003,0.0,0.0,0.0,12.09,2026-04-06T16:31:17,
job-c401152b97,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.418,29.932,10.8957,10.0713,6256.0,,0.0,0.0,57.242,0.0,6.27,2026-04-06T10:17:58,
job-d15900bf78,LG-540,LG540_CMYK_ONLY,Generic Sign Production,96,4.166,1.761,52.32,15.194,5.5203,4.8922,866.0,21.0,7.367,0.0,0.0,0.0,22.95,2026-04-06T08:59:42,
job-fa8c24554b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1466.0,,23.200000000000003,0.0,0.0,0.0,45.44,2026-04-03T17:42:16,
job-fa8c24554b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1458.0,,23.200000000000003,0.0,0.0,0.0,45.69,2026-04-03T17:17:58,
job-fa8c24554b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1085.0,,23.200000000000003,0.0,0.0,0.0,61.4,2026-04-03T16:59:53,
job-2edc596bf3,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1503.0,,19.494,0.0,0.0,0.0,44.32,2026-04-03T16:19:33,
job-2edc596bf3,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1457.0,,19.494,0.0,0.0,0.0,45.72,2026-04-03T15:55:16,
job-2edc596bf3,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,4.0,5.0,48.449,55.0,18.5048,18.3333,1041.0,18.0,19.494,0.0,0.0,0.0,63.99,2026-04-03T15:37:55,
