anonId,printer,count,classes
job-5d39ebe42a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-5d39ebe42a,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-ae722d79f7,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e710d51067,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-9b01a7e3c2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-c8e823b45c,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e710d51067,LG-540,2,CANCELED
job-9b01a7e3c2,LG-540,2,CANCELED
job-ae722d79f7,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-c8e823b45c,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ae722d79f7,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-9b01a7e3c2,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-c8e823b45c,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-57629350e1,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-57629350e1,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,5,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,11,DUPLICATE_SUMMARY;LG540_CMYK_WHITE_COMBINED
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,18,CANCELED;DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-57629350e1,LG-540,2,CANCELED
job-57629350e1,LG-540,4,CANCELED
job-57629350e1,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-e0c6d8a6b2,LG-540,12,CANCELED;LG540_CMYK_WHITE_COMBINED
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e0c6d8a6b2,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-cec066adfa,LG-540,2,CANCELED;FAILED
job-cec066adfa,LG-540,3,CANCELED;LG540_CMYK_ONLY
job-cec066adfa,LG-540,3,OTHER_EVENT:New Job(Queue A)
